anomaly_id,date,kpi,layer4_priority_flag,urgency_label,delivery_channel,audience,recipient,alert_subject,message_id,sent_at,delivery_status,delivery_note
ANO-20241129-REV,2024-11-29,total_revenue_usd,ESCALATE,Immediate,Slack + Email,"Executive, Operations",exec-team-dl@company.com; ops-team-dl@company.com,[ESCALATE] Total Revenue (USD) UP +223.8% — Priority #1 | 2024-11-29,MSG-ESC-0001,2024-11-29 09:30:00,SENT,Sent to Slack #kpi-alerts and exec-team-dl@company.com. Priority #1. Sent at 2024-11-29 09:30.
ANO-20240626-STK,2024-06-26,n_stockouts,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Stockout Count DOWN -100.0% — Priority #152 | 2024-06-26,MSG-INV-0081,2024-06-27 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-27 at 08:00.
ANO-20250917-INV,2025-09-17,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -21.8% — Priority #153 | 2025-09-17,MSG-MON-0051,2025-09-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-22 at 09:00.
ANO-20240618-DSC,2024-06-18,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +34.9% — Priority #154 | 2024-06-18,MSG-MON-0052,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240620-DSC,2024-06-20,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +28.6% — Priority #155 | 2024-06-20,MSG-MON-0053,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20250202-CLK,2025-02-02,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +1.9% — Priority #156 | 2025-02-02,MSG-MON-0054,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240619-DSC,2024-06-19,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +30.1% — Priority #157 | 2024-06-19,MSG-MON-0055,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20250204-CLK,2025-02-04,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks DOWN -2.1% — Priority #158 | 2025-02-04,MSG-MON-0056,2025-02-10 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-10 at 09:00.
ANO-20250129-RET,2025-01-29,return_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Return Rate UP +4.7% — Priority #159 | 2025-01-29,MSG-INV-0082,2025-01-30 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-01-30 at 08:00.
ANO-20251128-INV,2025-11-28,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -15.4% — Priority #160 | 2025-11-28,MSG-MON-0057,2025-12-01 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-12-01 at 09:00.
ANO-20250130-DSC,2025-01-30,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +21.9% — Priority #161 | 2025-01-30,MSG-MON-0058,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20250925-INV,2025-09-25,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +14.3% — Priority #162 | 2025-09-25,MSG-MON-0059,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20240417-DSC,2024-04-17,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +25.2% — Priority #163 | 2024-04-17,MSG-MON-0060,2024-04-22 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-04-22 at 09:00.
ANO-20250925-DSC,2025-09-25,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +21.5% — Priority #164 | 2025-09-25,MSG-MON-0061,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20250129-INV,2025-01-29,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health UP -11.4% — Priority #165 | 2025-01-29,MSG-MON-0062,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20241214-DSC,2024-12-14,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +18.8% — Priority #166 | 2024-12-14,MSG-MON-0063,2024-12-16 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-16 at 09:00.
ANO-20240626-RET,2024-06-26,return_rate,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Return Rate UP +3.6% — Priority #167 | 2024-06-26,MSG-INV-0083,2024-06-27 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-27 at 08:00.
ANO-20250131-DSC,2025-01-31,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +15.3% — Priority #168 | 2025-01-31,MSG-MON-0064,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20250924-INV,2025-09-24,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN +10.3% — Priority #169 | 2025-09-24,MSG-MON-0065,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20241216-INV,2024-12-16,inventory_health,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Inventory Health DOWN -10.2% — Priority #170 | 2024-12-16,MSG-MON-0066,2024-12-23 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-23 at 09:00.
ANO-20250924-DSC,2025-09-24,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +19.4% — Priority #171 | 2025-09-24,MSG-MON-0067,2025-09-29 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-09-29 at 09:00.
ANO-20240820-DSC,2024-08-20,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +15.4% — Priority #172 | 2024-08-20,MSG-MON-0068,2024-08-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-08-26 at 09:00.
ANO-20240821-DSC,2024-08-21,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +10.3% — Priority #173 | 2024-08-21,MSG-MON-0069,2024-08-26 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-08-26 at 09:00.
ANO-20241216-DSC,2024-12-16,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +7.1% — Priority #174 | 2024-12-16,MSG-MON-0070,2024-12-23 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-12-23 at 09:00.
ANO-20250201-DSC,2025-02-01,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +4.2% — Priority #175 | 2025-02-01,MSG-MON-0071,2025-02-03 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2025-02-03 at 09:00.
ANO-20240621-DSC,2024-06-21,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +4.0% — Priority #176 | 2024-06-21,MSG-MON-0072,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240618-CLK,2024-06-18,total_clicks,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Total Clicks UP +0.1% — Priority #177 | 2024-06-18,MSG-MON-0073,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
ANO-20240417-STK,2024-04-17,n_stockouts,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Stockout Count ELEVATED — Priority #178 | 2024-04-17,MSG-INV-0084,2024-04-18 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-04-18 at 08:00.
ANO-20241105-STK,2024-11-05,n_stockouts,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Stockout Count ELEVATED — Priority #179 | 2024-11-05,MSG-INV-0085,2024-11-06 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-11-06 at 08:00.
ANO-20241216-STK,2024-12-16,n_stockouts,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Stockout Count ELEVATED — Priority #180 | 2024-12-16,MSG-INV-0086,2024-12-17 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-12-17 at 08:00.
ANO-20240622-DSC,2024-06-22,avg_discount_pct,MONITOR,Weekly,Digest,Analyst,analytics-team-dl@company.com,[MONITOR] Avg. Discount % UP +0.4% — Priority #181 | 2024-06-22,MSG-MON-0074,2024-06-24 09:00:00,SCHEDULED,Scheduled for weekly digest email to analytics-team-dl@company.com on Monday 2024-06-24 at 09:00.
